epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.6233937740325928,0.028532608695652172,,,
2,3.491030693054199,0.03125,,,
3,3.3805253505706787,0.04076086956521739,,,
4,3.263015031814575,0.0625,,,
5,3.1130330562591553,0.08695652173913043,,,
6,3.0757265090942383,0.11005434782608696,,,
7,2.9200992584228516,0.13451086956521738,,,
8,2.828645944595337,0.16576086956521738,,,
9,2.6826865673065186,0.20244565217391305,,,
10,2.6376936435699463,0.23233695652173914,,,
11,2.5327906608581543,0.2513586956521739,,,
12,2.3682973384857178,0.27309782608695654,,,
13,2.315054416656494,0.2826086956521739,,,
14,2.1496756076812744,0.2866847826086957,,,
15,2.072179079055786,0.3016304347826087,,,
16,1.9787824153900146,0.32065217391304346,,,
17,1.9439609050750732,0.32608695652173914,,,
18,1.7532057762145996,0.3451086956521739,,,
19,1.746987223625183,0.34646739130434784,,,
20,1.6883533000946045,0.3641304347826087,,,
21,1.6727759838104248,0.3763586956521739,,,
22,1.4382312297821045,0.375,,,
23,1.3661915063858032,0.37907608695652173,,,
24,1.3445720672607422,0.3845108695652174,,,
25,1.2433669567108154,0.3953804347826087,,,
26,1.184260368347168,0.3967391304347826,,,
27,1.2543716430664062,0.39809782608695654,,,
28,1.0890144109725952,0.4008152173913043,,,
29,0.9295087456703186,0.4076086956521739,,,
30,0.9125087857246399,0.40625,,,
