epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.6129298210144043,0.050271739130434784,,,
2,3.5344080924987793,0.0625,,,
3,3.3932487964630127,0.07336956521739131,,,
4,3.268052816390991,0.09103260869565218,,,
5,3.224703788757324,0.11005434782608696,,,
6,3.1510846614837646,0.13451086956521738,,,
7,3.0106804370880127,0.16304347826086957,,,
8,2.9376819133758545,0.18342391304347827,,,
9,2.879530668258667,0.20108695652173914,,,
10,2.74356746673584,0.23097826086956522,,,
11,2.6841964721679688,0.25407608695652173,,,
12,2.5871992111206055,0.27717391304347827,,,
13,2.499537229537964,0.2798913043478261,,,
14,2.3593497276306152,0.28532608695652173,,,
15,2.3114235401153564,0.28396739130434784,,,
16,2.2284913063049316,0.2907608695652174,,,
17,2.0530529022216797,0.28804347826086957,,,
18,2.008502960205078,0.29347826086956524,,,
19,1.9174903631210327,0.2866847826086957,,,
20,1.761465072631836,0.2866847826086957,,,
21,1.7387158870697021,0.2826086956521739,,,
22,1.7860515117645264,0.2758152173913043,,,
23,1.609228253364563,0.2717391304347826,,,
24,1.6062382459640503,0.2717391304347826,,,
25,1.451449990272522,0.26902173913043476,,,
26,1.3768008947372437,0.26358695652173914,,,
27,1.3331722021102905,0.2595108695652174,,,
28,1.295810341835022,0.2608695652173913,,,
29,1.2138383388519287,0.2595108695652174,,,
30,1.1429591178894043,0.26222826086956524,,,
