epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.611253023147583,0.04076086956521739,,,
2,3.5635573069254556,0.08288043478260869,,,
3,3.475782632827759,0.13858695652173914,,,
4,3.430046478907267,0.2078804347826087,,,
5,3.3833842277526855,0.2717391304347826,,,
6,3.311076800028483,0.34375,,,
7,3.2576120694478354,0.40217391304347827,,,
8,3.193836768468221,0.45516304347826086,,,
9,3.1456154187520347,0.5067934782608695,,,
10,3.07546059290568,0.53125,,,
11,3.0163270632425943,0.6100543478260869,,,
12,2.866779088973999,0.65625,,,
13,2.73178497950236,0.6834239130434783,,,
14,2.5732028484344482,0.7065217391304348,,,
15,2.4429794947306314,0.7255434782608695,,,
16,2.307466506958008,0.7432065217391305,,,
17,2.178649425506592,0.7635869565217391,,,
18,2.0336790482203164,0.7717391304347826,,,
19,1.8791953325271606,0.782608695652174,,,
20,1.7262297868728638,0.7975543478260869,,,
21,1.6336119969685872,0.8179347826086957,,,
22,1.4568112293879192,0.8328804347826086,,,
23,1.2733244101206462,0.8410326086956522,,,
24,1.1350860198338826,0.8464673913043478,,,
25,1.0039526621500652,0.8614130434782609,,,
26,0.8673466841379801,0.8695652173913043,,,
27,0.8012372056643168,0.8709239130434783,,,
28,0.6926082173983256,0.8654891304347826,,,
29,0.6199404199918112,0.876358695652174,,,
30,0.5110758046309153,0.8777173913043478,,,
