epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.6429104804992676,0.016304347826086956,,,
2,3.5149543285369873,0.02309782608695652,,,
3,3.440927505493164,0.03260869565217391,,,
4,3.3540713787078857,0.050271739130434784,,,
5,3.219611406326294,0.06385869565217392,,,
6,3.110898971557617,0.08423913043478261,,,
7,3.020326852798462,0.11413043478260869,,,
8,3.029677629470825,0.1358695652173913,,,
9,2.9108259677886963,0.16576086956521738,,,
10,2.824937582015991,0.1956521739130435,,,
11,2.6469473838806152,0.22282608695652173,,,
12,2.6113181114196777,0.24456521739130435,,,
13,2.48759388923645,0.2513586956521739,,,
14,2.4285292625427246,0.26766304347826086,,,
15,2.2422351837158203,0.28125,,,
16,2.2987077236175537,0.29483695652173914,,,
17,2.1357645988464355,0.30570652173913043,,,
18,2.092512845993042,0.3179347826086957,,,
19,1.9373470544815063,0.33559782608695654,,,
20,1.939920425415039,0.34646739130434784,,,
21,1.9198246002197266,0.35054347826086957,,,
22,1.737715482711792,0.36141304347826086,,,
23,1.6982067823410034,0.36684782608695654,,,
24,1.5148062705993652,0.3804347826086957,,,
25,1.5204379558563232,0.3845108695652174,,,
26,1.4524598121643066,0.391304347826087,,,
27,1.2989169359207153,0.39266304347826086,,,
28,1.343070387840271,0.38858695652173914,,,
29,1.2285610437393188,0.3967391304347826,,,
30,1.165776252746582,0.39809782608695654,,,
