epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.635166883468628,0.03125,,,
2,3.558727264404297,0.042119565217391304,,,
3,3.4091060161590576,0.05298913043478261,,,
4,3.3156580924987793,0.06385869565217392,,,
5,3.2386269569396973,0.07880434782608696,,,
6,3.164790391921997,0.09918478260869565,,,
7,3.0980477333068848,0.11820652173913043,,,
8,2.932417154312134,0.14130434782608695,,,
9,2.817678451538086,0.15489130434782608,,,
10,2.759359359741211,0.18614130434782608,,,
11,2.610213041305542,0.20923913043478262,,,
12,2.561809539794922,0.22282608695652173,,,
13,2.476250648498535,0.23505434782608695,,,
14,2.3711397647857666,0.24456521739130435,,,
15,2.277301788330078,0.2595108695652174,,,
16,2.2279059886932373,0.2554347826086957,,,
17,2.1045591831207275,0.2554347826086957,,,
18,2.0791962146759033,0.25271739130434784,,,
19,1.894684910774231,0.26358695652173914,,,
20,1.838893175125122,0.2717391304347826,,,
21,1.9115238189697266,0.26902173913043476,,,
22,1.7520887851715088,0.2703804347826087,,,
23,1.5977329015731812,0.27309782608695654,,,
24,1.5272151231765747,0.26766304347826086,,,
25,1.4163379669189453,0.26902173913043476,,,
26,1.3673036098480225,0.2703804347826087,,,
27,1.4016156196594238,0.2758152173913043,,,
28,1.3308913707733154,0.2758152173913043,,,
29,1.1934059858322144,0.27445652173913043,,,
30,1.1195573806762695,0.27309782608695654,,,
