epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.6901063919067383,0.025815217391304348,,,
2,3.586942434310913,0.02717391304347826,,,
3,3.5746877193450928,0.03804347826086957,,,
4,3.548536539077759,0.04619565217391304,,,
5,3.4976584911346436,0.057065217391304345,,,
6,3.4644951820373535,0.059782608695652176,,,
7,3.4211997985839844,0.07065217391304347,,,
8,3.351928472518921,0.07880434782608696,,,
9,3.314197540283203,0.08967391304347826,,,
10,3.2859671115875244,0.10190217391304347,,,
11,3.24149751663208,0.12092391304347826,,,
12,3.1709115505218506,0.1453804347826087,,,
13,3.0875470638275146,0.1671195652173913,,,
14,2.9851186275482178,0.1983695652173913,,,
15,2.8757927417755127,0.22282608695652173,,,
16,2.8381903171539307,0.25,,,
17,2.6502509117126465,0.2717391304347826,,,
18,2.5946877002716064,0.2907608695652174,,,
19,2.519134044647217,0.30027173913043476,,,
20,2.402064561843872,0.30978260869565216,,,
21,2.308098793029785,0.3233695652173913,,,
22,2.107590436935425,0.3451086956521739,,,
23,2.154383897781372,0.3491847826086957,,,
24,1.91034734249115,0.36820652173913043,,,
25,1.8770108222961426,0.37771739130434784,,,
26,1.67881178855896,0.3858695652173913,,,
27,1.6839168071746826,0.3858695652173913,,,
28,1.5053216218948364,0.39945652173913043,,,
29,1.385585904121399,0.40217391304347827,,,
30,1.3810603618621826,0.4076086956521739,,,
31,1.214064121246338,0.4116847826086957,,,
32,1.2912846803665161,0.4157608695652174,,,
33,1.2024273872375488,0.42527173913043476,,,
