epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.2748724772379947,0.5449591280653951,,,
2,2.1877942497913656,0.7084468664850136,,,
3,1.1590491028932424,0.8092643051771117,,,
4,0.6455030532983633,0.8310626702997275,,,
5,0.4252106432731335,0.8501362397820164,,,
6,0.299308995787914,0.8474114441416893,,,
7,0.22710127555407011,0.8528610354223434,,,
8,0.17389248913297287,0.8446866485013624,,,
9,0.14225952155314958,0.8392370572207084,,,
10,0.11346210252780181,0.8583106267029973,,,
11,0.09577183253490008,0.8392370572207084,,,
12,0.08651720273953217,0.8446866485013624,,,
13,0.07165421230288652,0.8419618528610354,,,
14,0.06285359323597871,0.8501362397820164,,,
15,0.05379063120255104,0.8474114441416893,,,
16,0.04902809686385668,0.8528610354223434,,,
17,0.05078777162214884,0.8474114441416893,,,
18,0.04605583674632586,0.8474114441416893,,,
19,0.03830112158679045,0.8528610354223434,,,
20,0.03346603858069731,0.8528610354223434,,,
21,0.041611334380622096,0.8583106267029973,,,
22,0.039009227202488825,0.8446866485013624,,,
23,0.03197188102282011,0.8446866485013624,,,
24,0.030292085658472318,0.8501362397820164,,,
25,0.03129070352476377,0.8474114441416893,,,
26,0.030510025313840464,0.8610354223433242,,,
27,0.031114615356692903,0.8501362397820164,,,
28,0.029760533155730136,0.8501362397820164,,,
29,0.03078474161716608,0.8283378746594006,,,
30,0.026748784459554233,0.8392370572207084,,,
