epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.624793291091919,0.07084468664850137,0.0,0,128
2,3.403820037841797,0.09536784741144415,0.0,0,128
3,3.344334840774536,0.11171662125340599,0.0,0,128
4,3.186830520629883,0.13896457765667575,0.0,0,128
5,2.9764058589935303,0.16348773841961853,0.0,0,128
6,2.8528547286987305,0.1880108991825613,0.0,0,128
7,2.6830084323883057,0.2125340599455041,0.0,0,128
8,2.5874006748199463,0.23433242506811988,0.0,0,128
9,2.562389373779297,0.23978201634877383,0.0,0,128
10,2.279670000076294,0.2561307901907357,0.0,0,128
11,2.255917549133301,0.26430517711171664,0.0,0,128
12,2.1249454021453857,0.26975476839237056,0.0,0,128
13,1.87664794921875,0.28610354223433243,0.0,0,128
14,1.7889314889907837,0.28610354223433243,0.0,0,128
15,1.6254361867904663,0.28065395095367845,0.0,0,128
16,1.5832942724227905,0.2779291553133515,0.0,0,128
17,1.4825724363327026,0.2779291553133515,0.0,0,128
18,1.4204593896865845,0.27520435967302453,0.0,0,128
19,1.3481292724609375,0.27520435967302453,0.0,0,128
20,1.1502588987350464,0.2779291553133515,0.0,0,128
21,1.1198307275772095,0.26975476839237056,0.0,0,128
22,1.0656195878982544,0.2724795640326976,0.0,0,128
23,0.9264825582504272,0.27520435967302453,0.0,0,128
24,0.9721619486808777,0.27520435967302453,0.0,0,128
25,0.8381906747817993,0.27520435967302453,0.0,0,128
26,0.819116473197937,0.2724795640326976,0.0,0,128
27,0.6123661994934082,0.2724795640326976,0.0,0,128
28,0.6908932328224182,0.26975476839237056,0.0,0,128
29,0.6487075090408325,0.26430517711171664,0.0,0,128
30,0.5355696082115173,0.2670299727520436,0.0,0,128
