epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.6238865852355957,0.03940217391304348,,,
2,3.5175344944000244,0.058423913043478264,,,
3,3.427133321762085,0.06657608695652174,,,
4,3.2759556770324707,0.07744565217391304,,,
5,3.14567232131958,0.10326086956521739,,,
6,3.0629734992980957,0.12635869565217392,,,
7,2.9495890140533447,0.14673913043478262,,,
8,2.8785064220428467,0.1644021739130435,,,
9,2.6743948459625244,0.17391304347826086,,,
10,2.6334879398345947,0.18885869565217392,,,
11,2.466339111328125,0.1983695652173913,,,
12,2.418260335922241,0.22146739130434784,,,
13,2.259791135787964,0.2391304347826087,,,
14,2.268864631652832,0.2595108695652174,,,
15,2.1075963973999023,0.26766304347826086,,,
16,2.018742084503174,0.27853260869565216,,,
17,2.0067906379699707,0.28804347826086957,,,
18,1.7863433361053467,0.29891304347826086,,,
19,1.7562391757965088,0.30570652173913043,,,
20,1.6463568210601807,0.3070652173913043,,,
21,1.5867613554000854,0.32608695652173914,,,
22,1.5025421380996704,0.32472826086956524,,,
23,1.3863153457641602,0.3328804347826087,,,
24,1.294393539428711,0.34375,,,
25,1.1933249235153198,0.35190217391304346,,,
26,1.1521542072296143,0.3641304347826087,,,
27,1.183774709701538,0.37228260869565216,,,
28,1.0761622190475464,0.38722826086956524,,,
29,1.0949043035507202,0.391304347826087,,,
30,0.9489649534225464,0.40217391304347827,,,
