epoch,loss,val_acc,unsup_loss,unsup_kept,unsup_seen
1,3.2434916496276855,0.7465940054495913,,,
2,2.078753943626697,0.8664850136239782,,,
3,1.0368893857185657,0.9237057220708447,,,
4,0.5550903849876844,0.9264305177111717,,,
5,0.34429398752175844,0.9291553133514986,,,
6,0.2249979474223577,0.9264305177111717,,,
7,0.1541782904129762,0.9427792915531336,,,
8,0.12185103675493827,0.9427792915531336,,,
9,0.09185545146465302,0.9427792915531336,,,
10,0.07206147780212072,0.9455040871934605,,,
11,0.05797059017305191,0.9509536784741145,,,
12,0.04613033481515371,0.9373297002724795,,,
13,0.034565301038897954,0.9482288828337875,,,
14,0.028191246952001866,0.9509536784741145,,,
15,0.02617139992519067,0.9482288828337875,,,
16,0.025488408067478582,0.9536784741144414,,,
17,0.019615366410177488,0.9482288828337875,,,
18,0.017344689211593226,0.9482288828337875,,,
19,0.016498541710181877,0.9509536784741145,,,
20,0.013687330190665446,0.9564032697547684,,,
21,0.013097340241074562,0.9536784741144414,,,
22,0.012260254400853928,0.9509536784741145,,,
23,0.011346306329449782,0.9455040871934605,,,
24,0.00927939500588064,0.9400544959128065,,,
25,0.010106665547937155,0.9455040871934605,,,
26,0.010115482790682178,0.9373297002724795,,,
27,0.008278095288775288,0.9536784741144414,,,
28,0.00869060002374821,0.9618528610354223,,,
29,0.008712618746078359,0.9536784741144414,,,
30,0.009220603137062145,0.9400544959128065,,,
